id	ja	zh-TW	en	ko
51002011	まったりくつろごー！（とちゅう） Lv1	輕鬆地悠閒一下──！（途中）Lv1	Sweet Relaxation! (Mid) Lv1	느긋하게 빈둥대자~~!(도중) Lv1
51002012	まったりくつろごー！（とちゅう） Lv2	輕鬆地悠閒一下──！（途中）Lv2	Sweet Relaxation! (Mid) Lv2	느긋하게 빈둥대자~~!(도중) Lv2
51002013	まったりくつろごー！（とちゅう） Lv3	輕鬆地悠閒一下──！（途中）Lv3	Sweet Relaxation! (Mid) Lv3	느긋하게 빈둥대자~~!(도중) Lv3
51002014	まったりくつろごー！（とちゅう） Lv4	輕鬆地悠閒一下──！（途中）Lv4	Sweet Relaxation! (Mid) Lv4	느긋하게 빈둥대자~~!(도중) Lv4
51002015	まったりくつろごー！（とちゅう） Lv5	輕鬆地悠閒一下──！（途中）Lv5	Sweet Relaxation! (Mid) Lv5	느긋하게 빈둥대자~~!(도중) Lv5
51002110	ゆるっとりょうりしよー！（おわり）	放鬆地來做料理吧──！（結尾）	Fun Cooking! (End)	한가롭게 요리하자~!(끝)
51002111	ゆるっとりょうりしよー！（おわり） Lv1	放鬆地來做料理吧──！（結尾）Lv1	Fun Cooking! (End) Lv1	한가롭게 요리하자~!(끝) Lv1
51002112	ゆるっとりょうりしよー！（おわり） Lv2	放鬆地來做料理吧──！（結尾）Lv2	Fun Cooking! (End) Lv2	한가롭게 요리하자~!(끝) Lv2
51002113	ゆるっとりょうりしよー！（おわり） Lv3	放鬆地來做料理吧──！（結尾）Lv3	Fun Cooking! (End) Lv3	한가롭게 요리하자~!(끝) Lv3
51002114	ゆるっとりょうりしよー！（おわり） Lv4	放鬆地來做料理吧──！（結尾）Lv4	Fun Cooking! (End) Lv4	한가롭게 요리하자~!(끝) Lv4
51002115	ゆるっとりょうりしよー！（おわり） Lv5	放鬆地來做料理吧──！（結尾）Lv5	Fun Cooking! (End) Lv5	한가롭게 요리하자~!(끝) Lv5
51002210	いっしょにくつろごー！（とちゅう）	一起來放鬆一下──！（途中）	Let's Relax! (Mid)	같이 빈둥대자~~!(도중)
51002211	いっしょにくつろごー！（とちゅう） Lv1	一起來放鬆一下──！（途中）Lv1	Let's Relax! (Mid) Lv1	같이 빈둥대자~~!(도중) Lv1
51002212	いっしょにくつろごー！（とちゅう） Lv2	一起來放鬆一下──！（途中）Lv2	Let's Relax! (Mid) Lv2	같이 빈둥대자~~!(도중) Lv2
51002213	いっしょにくつろごー！（とちゅう） Lv3	一起來放鬆一下──！（途中）Lv3	Let's Relax! (Mid) Lv3	같이 빈둥대자~~!(도중) Lv3
51002214	いっしょにくつろごー！（とちゅう） Lv4	一起來放鬆一下──！（途中）Lv4	Let's Relax! (Mid) Lv4	같이 빈둥대자~~!(도중) Lv4
51002215	いっしょにくつろごー！（とちゅう） Lv5	一起來放鬆一下──！（途中）Lv5	Let's Relax! (Mid) Lv5	같이 빈둥대자~~!(도중) Lv5
51002310	いっぱいあそぼー！（とちゅう）	來大玩特玩吧──！（途中）	Happy Playtime! (Mid)	마음껏 놀자~~!(도중)
51002311	いっぱいあそぼー！（とちゅう） Lv1	來大玩特玩吧──！（途中）Lv1	Happy Playtime! (Mid) Lv1	마음껏 놀자~~!(도중) Lv1
51002312	いっぱいあそぼー！（とちゅう） Lv2	來大玩特玩吧──！（途中）Lv2	Happy Playtime! (Mid) Lv2	마음껏 놀자~~!(도중) Lv2
51002313	いっぱいあそぼー！（とちゅう） Lv3	來大玩特玩吧──！（途中）Lv3	Happy Playtime! (Mid) Lv3	마음껏 놀자~~!(도중) Lv3
51002314	いっぱいあそぼー！（とちゅう） Lv4	來大玩特玩吧──！（途中）Lv4	Happy Playtime! (Mid) Lv4	마음껏 놀자~~!(도중) Lv4
51002315	いっぱいあそぼー！（とちゅう） Lv5	來大玩特玩吧──！（途中）Lv5	Happy Playtime! (Mid) Lv5	마음껏 놀자~~!(도중) Lv5
51002410	まったりりょうりしよー！（はじめ）	輕鬆地來做料理吧──！（開頭）	Sweet Cooking! (Start)	느긋하게 요리하자~!(시작)
51002411	まったりりょうりしよー！（はじめ） Lv1	輕鬆地來做料理吧──！（開頭）Lv1	Sweet Cooking! (Start) Lv1	느긋하게 요리하자~!(시작) Lv1
51002412	まったりりょうりしよー！（はじめ） Lv2	輕鬆地來做料理吧──！（開頭）Lv2	Sweet Cooking! (Start) Lv2	느긋하게 요리하자~!(시작) Lv2
51002413	まったりりょうりしよー！（はじめ） Lv3	輕鬆地來做料理吧──！（開頭）Lv3	Sweet Cooking! (Start) Lv3	느긋하게 요리하자~!(시작) Lv3
51002414	まったりりょうりしよー！（はじめ） Lv4	輕鬆地來做料理吧──！（開頭）Lv4	Sweet Cooking! (Start) Lv4	느긋하게 요리하자~!(시작) Lv4
51002415	まったりりょうりしよー！（はじめ） Lv5	輕鬆地來做料理吧──！（開頭）Lv5	Sweet Cooking! (Start) Lv5	느긋하게 요리하자~!(시작) Lv5
51002510	ほっこりあそぼー！（おわり）	悠哉地玩吧──！（結尾）	Cheery Playtime! (End)	여유롭게 놀자~!(끝)
51002511	ほっこりあそぼー！（おわり） Lv1	悠哉地玩吧──！（結尾）Lv1	Cheery Playtime! (End) Lv1	여유롭게 놀자~!(끝) Lv1
51002512	ほっこりあそぼー！（おわり） Lv2	悠哉地玩吧──！（結尾）Lv2	Cheery Playtime! (End) Lv2	여유롭게 놀자~!(끝) Lv2
51002513	ほっこりあそぼー！（おわり） Lv3	悠哉地玩吧──！（結尾）Lv3	Cheery Playtime! (End) Lv3	여유롭게 놀자~!(끝) Lv3
51002514	ほっこりあそぼー！（おわり） Lv4	悠哉地玩吧──！（結尾）Lv4	Cheery Playtime! (End) Lv4	여유롭게 놀자~!(끝) Lv4
51002515	ほっこりあそぼー！（おわり） Lv5	悠哉地玩吧──！（結尾）Lv5	Cheery Playtime! (End) Lv5	여유롭게 놀자~!(끝) Lv5
51002610	いっしょにくつろごー！（はじめ）	一起來放鬆一下──！（開頭）	Let's Relax! (Start)	같이 빈둥대자~!(시작)
51002611	いっしょにくつろごー！（はじめ） Lv1	一起來放鬆一下──！（開頭）Lv1	Let's Relax! (Start) Lv1	같이 빈둥대자~!(시작) Lv1
51002612	いっしょにくつろごー！（はじめ） Lv2	一起來放鬆一下──！（開頭）Lv2	Let's Relax! (Start) Lv2	같이 빈둥대자~!(시작) Lv2
51002613	いっしょにくつろごー！（はじめ） Lv3	一起來放鬆一下──！（開頭）Lv3	Let's Relax! (Start) Lv3	같이 빈둥대자~!(시작) Lv3
51002614	いっしょにくつろごー！（はじめ） Lv4	一起來放鬆一下──！（開頭）Lv4	Let's Relax! (Start) Lv4	같이 빈둥대자~!(시작) Lv4
51002615	いっしょにくつろごー！（はじめ） Lv5	一起來放鬆一下──！（開頭）Lv5	Let's Relax! (Start) Lv5	같이 빈둥대자~!(시작) Lv5
51002710	いっぱいあそぼー！（おわり）	來大玩特玩吧──！（結尾）	Happy Playtime! (End)	마음껏 놀자~!(끝)
51002711	いっぱいあそぼー！（おわり） Lv1	來大玩特玩吧──！（結尾）Lv1	Happy Playtime! (End) Lv1	마음껏 놀자~!(끝) Lv1
51002712	いっぱいあそぼー！（おわり） Lv2	來大玩特玩吧──！（結尾）Lv2	Happy Playtime! (End) Lv2	마음껏 놀자~!(끝) Lv2
51002713	いっぱいあそぼー！（おわり） Lv3	來大玩特玩吧──！（結尾）Lv3	Happy Playtime! (End) Lv3	마음껏 놀자~!(끝) Lv3
51002714	いっぱいあそぼー！（おわり） Lv4	來大玩特玩吧──！（結尾）Lv4	Happy Playtime! (End) Lv4	마음껏 놀자~!(끝) Lv4
51002715	いっぱいあそぼー！（おわり） Lv5	來大玩特玩吧──！（結尾）Lv5	Happy Playtime! (End) Lv5	마음껏 놀자~!(끝) Lv5
51002810	まったりくつろごー！（おわり）	輕鬆地悠閒一下──！（結尾）	Sweet Relaxation! (End)	느긋하게 빈둥대자~!(끝)
51002811	まったりくつろごー！（おわり） Lv1	輕鬆地悠閒一下──！（結尾）Lv1	Sweet Relaxation! (End) Lv1	느긋하게 빈둥대자~!(끝) Lv1
51002812	まったりくつろごー！（おわり） Lv2	輕鬆地悠閒一下──！（結尾）Lv2	Sweet Relaxation! (End) Lv2	느긋하게 빈둥대자~!(끝) Lv2
51002813	まったりくつろごー！（おわり） Lv3	輕鬆地悠閒一下──！（結尾）Lv3	Sweet Relaxation! (End) Lv3	느긋하게 빈둥대자~!(끝) Lv3
51002814	まったりくつろごー！（おわり） Lv4	輕鬆地悠閒一下──！（結尾）Lv4	Sweet Relaxation! (End) Lv4	느긋하게 빈둥대자~!(끝) Lv4
51002815	まったりくつろごー！（おわり） Lv5	輕鬆地悠閒一下──！（結尾）Lv5	Sweet Relaxation! (End) Lv5	느긋하게 빈둥대자~!(끝) Lv5
51002910	ほっこりあそぼー！（とちゅう）	悠哉地玩吧──！（途中）	Cheery Playtime! (Mid)	여유롭게 놀자~~!(도중)
51002911	ほっこりあそぼー！（とちゅう） Lv1	悠哉地玩吧──！（途中）Lv1	Cheery Playtime! (Mid) Lv1	여유롭게 놀자~~!(도중) Lv1
51002912	ほっこりあそぼー！（とちゅう） Lv2	悠哉地玩吧──！（途中）Lv2	Cheery Playtime! (Mid) Lv2	여유롭게 놀자~~!(도중) Lv2
51002913	ほっこりあそぼー！（とちゅう） Lv3	悠哉地玩吧──！（途中）Lv3	Cheery Playtime! (Mid) Lv3	여유롭게 놀자~~!(도중) Lv3
51002914	ほっこりあそぼー！（とちゅう） Lv4	悠哉地玩吧──！（途中）Lv4	Cheery Playtime! (Mid) Lv4	여유롭게 놀자~~!(도중) Lv4
51002915	ほっこりあそぼー！（とちゅう） Lv5	悠哉地玩吧──！（途中）Lv5	Cheery Playtime! (Mid) Lv5	여유롭게 놀자~~!(도중) Lv5
51003010	ゆるっとりょうりしよー！（はじめ）	放鬆地來做料理吧──！（開頭）	Fun Cooking! (Start)	한가롭게 요리하자~!(시작)
51003011	ゆるっとりょうりしよー！（はじめ） Lv1	放鬆地來做料理吧──！（開頭）Lv1	Fun Cooking! (Start) Lv1	한가롭게 요리하자~!(시작) Lv1
51003012	ゆるっとりょうりしよー！（はじめ） Lv2	放鬆地來做料理吧──！（開頭）Lv2	Fun Cooking! (Start) Lv2	한가롭게 요리하자~!(시작) Lv2
51003013	ゆるっとりょうりしよー！（はじめ） Lv3	放鬆地來做料理吧──！（開頭）Lv3	Fun Cooking! (Start) Lv3	한가롭게 요리하자~!(시작) Lv3
51003014	ゆるっとりょうりしよー！（はじめ） Lv4	放鬆地來做料理吧──！（開頭）Lv4	Fun Cooking! (Start) Lv4	한가롭게 요리하자~!(시작) Lv4
51003015	ゆるっとりょうりしよー！（はじめ） Lv5	放鬆地來做料理吧──！（開頭）Lv5	Fun Cooking! (Start) Lv5	한가롭게 요리하자~!(시작) Lv5
51003110	いっぱいあそぼー！（とちゅう）	來大玩特玩吧──！（途中）	Happy Playtime! (Mid)	마음껏 놀자~~!(도중)
51003111	いっぱいあそぼー！（とちゅう） Lv1	來大玩特玩吧──！（途中）Lv1	Happy Playtime! (Mid) Lv1	마음껏 놀자~~!(도중) Lv1
51003112	いっぱいあそぼー！（とちゅう） Lv2	來大玩特玩吧──！（途中）Lv2	Happy Playtime! (Mid) Lv2	마음껏 놀자~~!(도중) Lv2
51003113	いっぱいあそぼー！（とちゅう） Lv3	來大玩特玩吧──！（途中）Lv3	Happy Playtime! (Mid) Lv3	마음껏 놀자~~!(도중) Lv3
51003114	いっぱいあそぼー！（とちゅう） Lv4	來大玩特玩吧──！（途中）Lv4	Happy Playtime! (Mid) Lv4	마음껏 놀자~~!(도중) Lv4
51003115	いっぱいあそぼー！（とちゅう） Lv5	來大玩特玩吧──！（途中）Lv5	Happy Playtime! (Mid) Lv5	마음껏 놀자~~!(도중) Lv5
51003210	まったりりょうりしよー！（とちゅう）	輕鬆地來做料理吧──！（途中）	Sweet Cooking! (Mid)	느긋하게 요리하자~~!(도중)
51003211	まったりりょうりしよー！（とちゅう） Lv1	輕鬆地來做料理吧──！（途中）Lv1	Sweet Cooking! (Mid) Lv1	느긋하게 요리하자~~!(도중) Lv1
51003212	まったりりょうりしよー！（とちゅう） Lv2	輕鬆地來做料理吧──！（途中）Lv2	Sweet Cooking! (Mid) Lv2	느긋하게 요리하자~~!(도중) Lv2
51003213	まったりりょうりしよー！（とちゅう） Lv3	輕鬆地來做料理吧──！（途中）Lv3	Sweet Cooking! (Mid) Lv3	느긋하게 요리하자~~!(도중) Lv3
51003214	まったりりょうりしよー！（とちゅう） Lv4	輕鬆地來做料理吧──！（途中）Lv4	Sweet Cooking! (Mid) Lv4	느긋하게 요리하자~~!(도중) Lv4
51003215	まったりりょうりしよー！（とちゅう） Lv5	輕鬆地來做料理吧──！（途中）Lv5	Sweet Cooking! (Mid) Lv5	느긋하게 요리하자~~!(도중) Lv5
51003310	ほっこりあそぼー！（おわり）	悠哉地玩吧──！（結尾）	Cheery Playtime! (End)	여유롭게 놀자~!(끝)
51003311	ほっこりあそぼー！（おわり） Lv1	悠哉地玩吧──！（結尾）Lv1	Cheery Playtime! (End) Lv1	여유롭게 놀자~!(끝) Lv1
51003312	ほっこりあそぼー！（おわり） Lv2	悠哉地玩吧──！（結尾）Lv2	Cheery Playtime! (End) Lv2	여유롭게 놀자~!(끝) Lv2
51003313	ほっこりあそぼー！（おわり） Lv3	悠哉地玩吧──！（結尾）Lv3	Cheery Playtime! (End) Lv3	여유롭게 놀자~!(끝) Lv3
51003314	ほっこりあそぼー！（おわり） Lv4	悠哉地玩吧──！（結尾）Lv4	Cheery Playtime! (End) Lv4	여유롭게 놀자~!(끝) Lv4
51003315	ほっこりあそぼー！（おわり） Lv5	悠哉地玩吧──！（結尾）Lv5	Cheery Playtime! (End) Lv5	여유롭게 놀자~!(끝) Lv5
51003410	ゆるっとりょうりしよー！（おわり）	放鬆地來做料理吧──！（結尾）	Fun Cooking! (End)	한가롭게 요리하자~!(끝)
51003411	ゆるっとりょうりしよー！（おわり） Lv1	放鬆地來做料理吧──！（結尾）Lv1	Fun Cooking! (End) Lv1	한가롭게 요리하자~!(끝) Lv1
51003412	ゆるっとりょうりしよー！（おわり） Lv2	放鬆地來做料理吧──！（結尾）Lv2	Fun Cooking! (End) Lv2	한가롭게 요리하자~!(끝) Lv2
51003413	ゆるっとりょうりしよー！（おわり） Lv3	放鬆地來做料理吧──！（結尾）Lv3	Fun Cooking! (End) Lv3	한가롭게 요리하자~!(끝) Lv3
51003414	ゆるっとりょうりしよー！（おわり） Lv4	放鬆地來做料理吧──！（結尾）Lv4	Fun Cooking! (End) Lv4	한가롭게 요리하자~!(끝) Lv4
51003415	ゆるっとりょうりしよー！（おわり） Lv5	放鬆地來做料理吧──！（結尾）Lv5	Fun Cooking! (End) Lv5	한가롭게 요리하자~!(끝) Lv5
51003510	いっしょにくつろごー！（はじめ）	一起來放鬆一下──！（開頭）	Let's Relax! (Start)	같이 빈둥대자~!(시작)
51003511	いっしょにくつろごー！（はじめ） Lv1	一起來放鬆一下──！（開頭）Lv1	Let's Relax! (Start) Lv1	같이 빈둥대자~!(시작) Lv1
51003512	いっしょにくつろごー！（はじめ） Lv2	一起來放鬆一下──！（開頭）Lv2	Let's Relax! (Start) Lv2	같이 빈둥대자~!(시작) Lv2
51003513	いっしょにくつろごー！（はじめ） Lv3	一起來放鬆一下──！（開頭）Lv3	Let's Relax! (Start) Lv3	같이 빈둥대자~!(시작) Lv3
51003514	いっしょにくつろごー！（はじめ） Lv4	一起來放鬆一下──！（開頭）Lv4	Let's Relax! (Start) Lv4	같이 빈둥대자~!(시작) Lv4
51003515	いっしょにくつろごー！（はじめ） Lv5	一起來放鬆一下──！（開頭）Lv5	Let's Relax! (Start) Lv5	같이 빈둥대자~!(시작) Lv5
51003610	まったりくつろごー！（はじめ）	輕鬆地悠閒一下──！（開頭）	Sweet Relaxation! (Start)	느긋하게 빈둥대자~!(시작)
51003611	まったりくつろごー！（はじめ） Lv1	輕鬆地悠閒一下──！（開頭）Lv1	Sweet Relaxation! (Start) Lv1	느긋하게 빈둥대자~!(시작) Lv1
51003612	まったりくつろごー！（はじめ） Lv2	輕鬆地悠閒一下──！（開頭）Lv2	Sweet Relaxation! (Start) Lv2	느긋하게 빈둥대자~!시작) Lv2
51003613	まったりくつろごー！（はじめ） Lv3	輕鬆地悠閒一下──！（開頭）Lv3	Sweet Relaxation! (Start) Lv3	느긋하게 빈둥대자~!(시작) Lv3
51003614	まったりくつろごー！（はじめ） Lv4	輕鬆地悠閒一下──！（開頭）Lv4	Sweet Relaxation! (Start) Lv4	느긋하게 빈둥대자~!(시작) Lv4
51003615	まったりくつろごー！（はじめ） Lv5	輕鬆地悠閒一下──！（開頭）Lv5	Sweet Relaxation! (Start) Lv5	느긋하게 빈둥대자~!(시작) Lv5
51003710	ほっこりあそぼー！（おわり）	悠哉地玩吧──！（結尾）	Cheery Playtime! (End)	여유롭게 놀자~!(끝)
51003711	ほっこりあそぼー！（おわり） Lv1	悠哉地玩吧──！（結尾）Lv1	Cheery Playtime! (End) Lv1	여유롭게 놀자~!(끝) Lv1
51003712	ほっこりあそぼー！（おわり） Lv2	悠哉地玩吧──！（結尾）Lv2	Cheery Playtime! (End) Lv2	여유롭게 놀자~!(끝) Lv2
51003713	ほっこりあそぼー！（おわり） Lv3	悠哉地玩吧──！（結尾）Lv3	Cheery Playtime! (End) Lv3	여유롭게 놀자~!(끝) Lv3
51003714	ほっこりあそぼー！（おわり） Lv4	悠哉地玩吧──！（結尾）Lv4	Cheery Playtime! (End) Lv4	여유롭게 놀자~!(끝) Lv4
51003715	ほっこりあそぼー！（おわり） Lv5	悠哉地玩吧──！（結尾）Lv5	Cheery Playtime! (End) Lv5	여유롭게 놀자~!(끝) Lv5
51003810	ゆるっとりょうりしよー！（はじめ）	放鬆地來做料理吧──！（開頭）	Fun Cooking! (Start)	한가롭게 요리하자~!(시작)
51003811	ゆるっとりょうりしよー！（はじめ） Lv1	放鬆地來做料理吧──！（開頭）Lv1	Fun Cooking! (Start) Lv1	한가롭게 요리하자~!(시작) Lv1
51003812	ゆるっとりょうりしよー！（はじめ） Lv2	放鬆地來做料理吧──！（開頭）Lv2	Fun Cooking! (Start) Lv2	한가롭게 요리하자~!(시작) Lv2
51003813	ゆるっとりょうりしよー！（はじめ） Lv3	放鬆地來做料理吧──！（開頭）Lv3	Fun Cooking! (Start) Lv3	한가롭게 요리하자~!(시작) Lv3
51003814	ゆるっとりょうりしよー！（はじめ） Lv4	放鬆地來做料理吧──！（開頭）Lv4	Fun Cooking! (Start) Lv4	한가롭게 요리하자~!(시작) Lv4
51003815	ゆるっとりょうりしよー！（はじめ） Lv5	放鬆地來做料理吧──！（開頭）Lv5	Fun Cooking! (Start) Lv5	한가롭게 요리하자~!(시작) Lv5
51003910	いっしょにくつろごー！（とちゅう）	一起來放鬆一下──！（途中）	Let's Relax! (Mid)	같이 빈둥대자~~!(도중)
51003911	いっしょにくつろごー！（とちゅう） Lv1	一起來放鬆一下──！（途中）Lv1	Let's Relax! (Mid) Lv1	같이 빈둥대자~~!(도중) Lv1
51003912	いっしょにくつろごー！（とちゅう） Lv2	一起來放鬆一下──！（途中）Lv2	Let's Relax! (Mid) Lv2	같이 빈둥대자~~!(도중) Lv2
51003913	いっしょにくつろごー！（とちゅう） Lv3	一起來放鬆一下──！（途中）Lv3	Let's Relax! (Mid) Lv3	같이 빈둥대자~~!(도중) Lv3
51003914	いっしょにくつろごー！（とちゅう） Lv4	一起來放鬆一下──！（途中）Lv4	Let's Relax! (Mid) Lv4	같이 빈둥대자~~!(도중) Lv4
51003915	いっしょにくつろごー！（とちゅう） Lv5	一起來放鬆一下──！（途中）Lv5	Let's Relax! (Mid) Lv5	같이 빈둥대자~~!(도중) Lv5
51004010	いっぱいあそぼー！（とちゅう）	來大玩特玩吧──！（途中）	Happy Playtime! (Mid)	마음껏 놀자~~!(도중)
51004011	いっぱいあそぼー！（とちゅう） Lv1	來大玩特玩吧──！（途中）Lv1	Happy Playtime! (Mid) Lv1	마음껏 놀자~~!(도중) Lv1
51004012	いっぱいあそぼー！（とちゅう） Lv2	來大玩特玩吧──！（途中）Lv2	Happy Playtime! (Mid) Lv2	마음껏 놀자~~!(도중) Lv2
51004013	いっぱいあそぼー！（とちゅう） Lv3	來大玩特玩吧──！（途中）Lv3	Happy Playtime! (Mid) Lv3	마음껏 놀자~~!(도중) Lv3
51004014	いっぱいあそぼー！（とちゅう） Lv4	來大玩特玩吧──！（途中）Lv4	Happy Playtime! (Mid) Lv4	마음껏 놀자~~!(도중) Lv4
51004015	いっぱいあそぼー！（とちゅう） Lv5	來大玩特玩吧──！（途中）Lv5	Happy Playtime! (Mid) Lv5	마음껏 놀자~~!(도중) Lv5
51004110	ほっこりりょうりしよー！（おわり）	悠哉地做料理吧──！（結尾）	Cheery Cooking! (End)	여유롭게 요리하자~!(끝)
51004111	ほっこりりょうりしよー！（おわり） Lv1	悠哉地做料理吧──！（結尾）Lv1	Cheery Cooking! (End) Lv1	여유롭게 요리하자~!(끝) Lv1
51004112	ほっこりりょうりしよー！（おわり） Lv2	悠哉地做料理吧──！（結尾）Lv2	Cheery Cooking! (End) Lv2	여유롭게 요리하자~!(끝) Lv2
51004113	ほっこりりょうりしよー！（おわり） Lv3	悠哉地做料理吧──！（結尾）Lv3	Cheery Cooking! (End) Lv3	여유롭게 요리하자~!(끝) Lv3
51004114	ほっこりりょうりしよー！（おわり） Lv4	悠哉地做料理吧──！（結尾）Lv4	Cheery Cooking! (End) Lv4	여유롭게 요리하자~!(끝) Lv4
51004115	ほっこりりょうりしよー！（おわり） Lv5	悠哉地做料理吧──！（結尾）Lv5	Cheery Cooking! (End) Lv5	여유롭게 요리하자~!(끝) Lv5
51004210	ゆるっとくつろごー！（はじめ）	放鬆地悠閒一下──！（開頭）	Fun Relaxation! (Start)	한가롭게 빈둥대자~!(시작)
51004211	ゆるっとくつろごー！（はじめ） Lv1	放鬆地悠閒一下──！（開頭）Lv1	Fun Relaxation! (Start) Lv1	한가롭게 빈둥대자~!(시작) Lv1
51004212	ゆるっとくつろごー！（はじめ） Lv2	放鬆地悠閒一下──！（開頭）Lv2	Fun Relaxation! (Start) Lv2	한가롭게 빈둥대자~!(시작) Lv2
51004213	ゆるっとくつろごー！（はじめ） Lv3	放鬆地悠閒一下──！（開頭）Lv3	Fun Relaxation! (Start) Lv3	한가롭게 빈둥대자~!(시작) Lv3
51004214	ゆるっとくつろごー！（はじめ） Lv4	放鬆地悠閒一下──！（開頭）Lv4	Fun Relaxation! (Start) Lv4	한가롭게 빈둥대자~!(시작) Lv4
51004215	ゆるっとくつろごー！（はじめ） Lv5	放鬆地悠閒一下──！（開頭）Lv5	Fun Relaxation! (Start) Lv5	한가롭게 빈둥대자~!(시작) Lv5
51004310	いっしょにくつろごー！（とちゅう）	一起來放鬆一下──！（途中）	Let's Relax! (Mid)	같이 빈둥대자~~!(도중)
51004311	いっしょにくつろごー！（とちゅう） Lv1	一起來放鬆一下──！（途中）Lv1	Let's Relax! (Mid) Lv1	같이 빈둥대자~~!(도중) Lv1
51004312	いっしょにくつろごー！（とちゅう） Lv2	一起來放鬆一下──！（途中）Lv2	Let's Relax! (Mid) Lv2	같이 빈둥대자~~!(도중) Lv2
51004313	いっしょにくつろごー！（とちゅう） Lv3	一起來放鬆一下──！（途中）Lv3	Let's Relax! (Mid) Lv3	같이 빈둥대자~~!(도중) Lv3
51004314	いっしょにくつろごー！（とちゅう） Lv4	一起來放鬆一下──！（途中）Lv4	Let's Relax! (Mid) Lv4	같이 빈둥대자~~!(도중) Lv4
51004315	いっしょにくつろごー！（とちゅう） Lv5	一起來放鬆一下──！（途中）Lv5	Let's Relax! (Mid) Lv5	같이 빈둥대자~~!(도중) Lv5
51004410	いっぱいあそぼー！（はじめ）	來大玩特玩吧──！（開頭）	Happy Playtime! (Start)	마음껏 놀자~!(시작)
51004411	いっぱいあそぼー！（はじめ） Lv1	來大玩特玩吧──！（開頭）Lv1	Happy Playtime! (Start) Lv1	마음껏 놀자~!(시작) Lv1
51004412	いっぱいあそぼー！（はじめ） Lv2	來大玩特玩吧──！（開頭）Lv2	Happy Playtime! (Start) Lv2	마음껏 놀자~!(시작) Lv2
51004413	いっぱいあそぼー！（はじめ） Lv3	來大玩特玩吧──！（開頭）Lv3	Happy Playtime! (Start) Lv3	마음껏 놀자~!(시작) Lv3
51004414	いっぱいあそぼー！（はじめ） Lv4	來大玩特玩吧──！（開頭）Lv4	Happy Playtime! (Start) Lv4	마음껏 놀자~!(시작) Lv4
51004415	いっぱいあそぼー！（はじめ） Lv5	來大玩特玩吧──！（開頭）Lv5	Happy Playtime! (Start) Lv5	마음껏 놀자~!(시작) Lv5
51004510	まったりりょうりしよー！（おわり）	輕鬆地來做料理吧──！（結尾）	Sweet Cooking! (End)	느긋하게 요리하자~!(끝)
51004511	まったりりょうりしよー！（おわり） Lv1	輕鬆地來做料理吧──！（結尾）Lv1	Sweet Cooking! (End) Lv1	느긋하게 요리하자~!(끝) Lv1
51004512	まったりりょうりしよー！（おわり） Lv2	輕鬆地來做料理吧──！（結尾）Lv2	Sweet Cooking! (End) Lv2	느긋하게 요리하자~!(끝) Lv2
51004513	まったりりょうりしよー！（おわり） Lv3	輕鬆地來做料理吧──！（結尾）Lv3	Sweet Cooking! (End) Lv3	느긋하게 요리하자~!(끝) Lv3
51004514	まったりりょうりしよー！（おわり） Lv4	輕鬆地來做料理吧──！（結尾）Lv4	Sweet Cooking! (End) Lv4	느긋하게 요리하자~!(끝) Lv4
51004515	まったりりょうりしよー！（おわり） Lv5	輕鬆地來做料理吧──！（結尾）Lv5	Sweet Cooking! (End) Lv5	느긋하게 요리하자~!(끝) Lv5
51004610	ゆるっとくつろごー！（はじめ）	放鬆地悠閒一下──！（開頭）	Fun Relaxation! (Start)	한가롭게 빈둥대자~!(시작)
51004611	ゆるっとくつろごー！（はじめ） Lv1	放鬆地悠閒一下──！（開頭）Lv1	Fun Relaxation! (Start) Lv1	한가롭게 빈둥대자~!(시작) Lv1
51004612	ゆるっとくつろごー！（はじめ） Lv2	放鬆地悠閒一下──！（開頭）Lv2	Fun Relaxation! (Start) Lv2	한가롭게 빈둥대자~!(시작) Lv2
51004613	ゆるっとくつろごー！（はじめ） Lv3	放鬆地悠閒一下──！（開頭）Lv3	Fun Relaxation! (Start) Lv3	한가롭게 빈둥대자~!(시작) Lv3
51004614	ゆるっとくつろごー！（はじめ） Lv4	放鬆地悠閒一下──！（開頭）Lv4	Fun Relaxation! (Start) Lv4	한가롭게 빈둥대자~!(시작) Lv4
51004615	ゆるっとくつろごー！（はじめ） Lv5	放鬆地悠閒一下──！（開頭）Lv5	Fun Relaxation! (Start) Lv5	한가롭게 빈둥대자~!(시작) Lv5
51004710	いっしょにりょうりしよー！（とちゅう）	一起來做料理吧──！（途中）	Let's Cook! (Mid)	같이 요리하자~~!(도중)
51004711	いっしょにりょうりしよー！（とちゅう） Lv1	一起來做料理吧──！（途中）Lv1	Let's Cook! (Mid) Lv1	같이 요리하자~~!(도중) Lv1
51004712	いっしょにりょうりしよー！（とちゅう） Lv2	一起來做料理吧──！（途中）Lv2	Let's Cook! (Mid) Lv2	같이 요리하자~~!(도중) Lv2
51004713	いっしょにりょうりしよー！（とちゅう） Lv3	一起來做料理吧──！（途中）Lv3	Let's Cook! (Mid) Lv3	같이 요리하자~~!(도중) Lv3
51004714	いっしょにりょうりしよー！（とちゅう） Lv4	一起來做料理吧──！（途中）Lv4	Let's Cook! (Mid) Lv4	같이 요리하자~~!(도중) Lv4
